name,latitude_deg,longitude_deg,icao_code
Gemena Airport,3.23537,19.771299,FZFK
Lisala Airport,2.17066,21.496901,FZGA
Bangoka International Airport,0.481639,25.337999,FZIC
Matari Airport,2.82761,27.588301,FZJH
Bunia Airport,1.565743,30.220685,FZKA
Buta Zega Airport,2.818058,24.793997,FZKJ
Bukavu Kavumu Airport,-2.30898,28.8088,FZMA
Goma International Airport,-1.666758,29.238037,FZNA
Kindu Airport,-2.919179916,25.91539955,FZOA
Lubumbashi International Airport,-11.591494,27.530753,FZQA
Kolwezi Airport,-10.7659,25.505699,FZQM
Kalemie Airport,-5.87556,29.25,FZRF
Kamina Air Base,-8.64202,25.252899,FZSA
Kananga Airport,-5.90005,22.4692,FZUA
Mbuji Mayi Airport,-6.121240139,23.56900024,FZWA
Modibo Keita International Airport,12.5335,-7.94994,GABS
Gao International Airport,16.248466,-0.005389,GAGO
Kayes Dag Dag Airport,14.482521,-11.399335,GAKD
Mopti Airport,14.5128,-4.07956,GAMB
Tombouktou Airport,16.730499,-3.00758,GATB
Banjul International Airport,13.338,-16.652201,GBYD
Fuerteventura Airport,28.4527,-13.8638,GCFV
El Hierro Airport,27.8148,-17.8871,GCHI
La Palma Airport,28.626499,-17.7556,GCLA
Gran Canaria Airport,27.9319,-15.3866,GCLP
César Manrique-Lanzarote Airport,28.945499,-13.6052,GCRR
Tenerife Sur Airport,28.0445,-16.5725,GCTS
Tenerife Norte-Ciudad de La Laguna Airport,28.482752,-16.341707,GCXO
Ozurgeti Air Base,41.9291,41.863499,
Senaki Air Base,42.24030572,42.04549313,
Melilla Airport,35.2798,-2.95626,GEML
Bo Airport,7.9444,-11.761,GFBO
Kenema Airport,7.896364,-11.174126,GFKE
Lungi International Airport,8.61644,-13.1955,GFLL
Yengema Airport,8.61047,-11.0454,GFYE
Osvaldo Vieira International Airport,11.894262,-15.653596,GGOV
Qaqortoq Airport,60.76383,-46.065001,BGQO
Greenville/Sinoe Airport,5.032124,-9.064236,GLGE
Spriggs Payne Airport,6.28906,-10.7587,GLMR
Roberts International Airport,6.23379,-10.3623,GLRB
Al Massira Airport,30.322478,-9.412003,GMAD
Tan Tan Airport,28.447563,-11.161749,GMAT
Zagora Airport,30.265788,-5.860808,GMAZ
Bouarfa Airport,32.514306,-1.983056,GMFB
Fes Saïss International Airport,33.927299,-4.97796,GMFF
Moulay Ali Cherif Airport,31.94750023,-4.398330212,GMFK
Bassatine Airport,33.879101,-5.51512,GMFM
Oujda Angads Airport,34.789558,-1.926041,GMFO
Smara Airport,26.731987,-11.683655,GMMA
Beni Mellal Airport,32.401895,-6.315905,GMMD
Rabat-Salé Airport,34.051498,-6.75152,GMME
Dakhla Airport,23.7183,-15.932,GMMH
Essaouira-Mogador Airport,31.397499,-9.68167,GMMI
Laayoune Hassan I International Airport,27.142467,-13.224947,GMML
Mohammed V International Airport,33.3675,-7.58997,GMMN
Nador Al Aaroui International Airport,34.9888,-3.02821,GMMW
Marrakesh Menara Airport,31.604807,-8.035788,GMMX
Kenitra Air Base,34.298901,-6.59588,
Ouarzazate International Airport,30.9391,-6.90943,GMMZ
Cherif Al Idrissi Airport,35.177101,-3.83952,GMTA
Sania Ramel Airport,35.594299,-5.32002,GMTN
Tangier Ibn Battuta Airport,35.731741,-5.921459,GMTT
Blaise Diagne International Airport,14.670878,-17.072829,GOBD
Ziguinchor Airport,12.55559,-16.283298,GOGG
Cap Skirring Airport,12.39533,-16.748,GOGS
Kaolack Airport,14.14690018,-16.05130005,GOOK
Léopold Sédar Senghor International Airport,14.742337,-17.479222,GOOY
Ouro Sogui Airport,15.5936,-13.3228,GOSM
Saint Louis Airport,16.049814,-16.461039,GOSS
Bakel Airport,14.84729958,-12.46829987,GOTB
Kédougou Airport,12.57229996,-12.22029972,GOTK
Tambacounda Airport,13.7368,-13.6531,GOTT
Nouakchott–Oumtounsy International Airport,18.31,-15.969722,GQNO
Atar International Airport,20.505823,-13.043744,GQPA
Nouadhibou International Airport,20.932404,-17.030199,GQPP
Tazadit Airport,22.757345,-12.482228,GQPZ
(*)Kasteli Hellenic Air Force Base,35.191341,25.326588,LGTL
Ahmed Sékou Touré International Airport,9.57689,-13.612,GUCY
Amílcar Cabral International Airport,16.7414,-22.9494,GVAC
Aristides Pereira International Airport,16.136499,-22.888901,GVBA
Maio Airport,15.1559,-23.21369934,GVMA
Nelson Mandela International Airport,14.941126,-23.484728,GVNP
Preguiça Airport,16.588852,-24.284132,GVSN
Cesaria Evora International Airport,16.833363,-25.055308,GVSV
Addis Ababa Bole International Airport,8.97789,38.799301,HAAB
Arba Minch Airport,6.03939,37.5905,HAAM
Axum Airport,14.1468,38.7728,HAAX
Bahir Dar Airport,11.6081,37.321602,HABD
Aba Tenna Dejazmach Yilma International Airport,9.623549,41.855027,HADR
Gambela Airport,8.12876,34.563099,HAGM
Gondar Airport,12.5199,37.433998,HAGN
Gode Airport,5.935130119,43.57860184,HAGO
Harar Meda Airport,8.7163,39.0059,HAHM
Gerad Wilwal International Airport,9.331907,42.911811,HAJJ
Jinka Airport,5.749655,36.560165,HABC
Jimma Airport,7.666090012,36.8166008,HAJM
Kebri Dahar Airport,6.732577,44.241339,HAKD
Hawassa International Airport,7.100611,38.396455,HALA
Mekele Alula Aba Nega Airport,13.4674,39.533501,HAMK
Asosa Airport,10.01850033,34.5862999,HASO
Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,HBBA
Gitega Airport,-3.417209,29.911308,HBBE
Bender Qassim International Airport,11.275235,49.139231,HCMF
Egal International Airport,9.514082,44.083469,HCMH
Berbera Airport,10.385035,44.936723,HCMI
Kismayo Airport,-0.377353,42.459202,HCMK
Aden Adde International Airport,2.01444,45.304699,HCMM
Djibouti-Ambouli Airport,11.5473,43.1595,HDAM
Birma Air Base,30.836599,30.936001,
Gebel El Basur Air Base,30.540501,30.5602,
Al Mansurah Airbase,30.9676,31.4342,
Abu Suwayr Air Base,30.5727005,32.09529877,
Bardawil International Airport,30.410714,33.15535,
Bilbeis Air Base,30.394899,31.6014,
Quesna Airport,30.579,31.1292,
El Alamein International Airport,30.924324,28.46161,HEAL
El Arish International Airport,31.055324,33.827964,HEAR
Asyut International Airport,27.045962,31.01276,HEAT
Almaza Air Force Base,30.091702,31.359739,
Alexandria International Airport,30.93249,29.696437,HEAX
Abu Simbel Airport,22.375924,31.611734,HEBL
Bani Sweif Air Base,29.20224,31.013471,
Cairo International Airport,30.111534,31.396694,HECA
Capital International Airport,30.06465,31.839974,HECP
Cairo West Air Base,30.116431,30.915535,HECW
Hurghada International Airport,27.176776,33.796692,HEGN
El Jora Airport,31.078138,34.153131,HEGR
Jiyanklis Air Base,30.819799,30.1912,
Ismailia Air Base,30.597951,32.235689,
Luxor International Airport,25.671018,32.706446,HELX
Marsa Alam International Airport,25.555548,34.59245,HEMA
Mersa Matruh International Airport,31.324313,27.22227,HEMM
Port Said International Airport,31.279285,32.240582,HEPS
Saint Catherine International Airport,28.684292,34.064409,HESC
Sohag International Airport,26.342515,31.743017,HESG
Sharm El Sheikh International Airport,27.977272,34.394717,HESH
Aswan International Airport,23.961075,32.820382,HESN
Sphinx International Airport,30.108179,30.895728,HESX
Taba International Airport,29.594496,34.775752,HETB
Asmara International Airport,15.2919,38.910702,HHAS
Massawa International Airport,15.67,39.370098,HHMS
Assab International Airport,13.0718,42.645,HHSB
Juba International Airport,4.87201,31.601101,HJJJ
Amboseli Airport,-2.644786,37.252922,HKAM
Eldoret International Airport,0.404458,35.238899,HKEL
Jomo Kenyatta International Airport,-1.318886,36.928233,HKJK
Kisumu International Airport,-0.086139,34.728901,HKKI
Kitale Airport,0.971989,34.958599,HKKT
Lokichogio Airport,4.20412,34.348202,HKLK
Lodwar Airport,3.12197,35.6087,HKLO
Manda Airport,-2.252431,40.912892,HKLU
Malindi International Airport,-3.22931,40.1017,HKML
Moi International Airport,-4.03483,39.5942,HKMO
Mara Serena Lodge Airstrip,-1.404588,35.008349,HKMS
Nakuru Lanet Airport,-0.298419,36.159193,HKNK
Nanyuki Civil Airport,-0.062352,37.041296,HKNL
Nairobi Wilson Airport,-1.32172,36.8148,HKNW
Laikipia Air Base,0.029024,37.025196,HKNY
Moi Air Base,-1.27727,36.862301,HKRE
Wajir Airport,1.73324,40.091599,HKWJ
Matan al-Sarra Air Base,21.6877,21.8309,
Bombah Airport,32.4529,23.118601,
Okba Ibn Nafa Air Base,32.47340012,11.89789963,
Sirt International Airport / Ghardabiya Airbase,31.058578,16.597095,HLGD
Ghat Airport,25.14559937,10.14260006,HLGT
Kufra Airport,24.17869949,23.31399918,HLKF
Benina International Airport,32.096802,20.269501,HLLB
Mitiga International Airport,32.89177,13.287878,HLLM
Al Abraq International Airport,32.789036,21.954864,HLLQ
Sabha Airport,26.992452,14.466162,HLLS
Marsa al Brega Airport,30.378099,19.576401,HLMB
Ghadames Airport,30.145484,9.702095,HLTD
Udbina Airfield,44.557598,15.7744,
Gisenyi Airport,-1.6772,29.2589,HRYG
Kigali International Airport,-1.96863,30.1395,HRYR
Kamembe Airport,-2.462239981,28.90789986,HRZA
Dongola Airport,19.153666,30.430069,HSDN
Paloich Airport,10.529167,32.500556,
El Fasher Airport,13.61489964,25.32460022,HSFS
Kassala Airport,15.38749981,36.3288002,HSKA
Merowe Airport,18.443333,31.843333,HSMN
Nyala Airport,12.0535,24.9562,HSNN
El-Obeid Airport,13.1532,30.2327,HSOB
Port Sudan New International Airport,19.434558,37.234125,HSPN
Sabera Geneina Airport,13.4774,22.53722,
Khartoum International Airport,15.5895,32.5532,HSSK
Malakal International Airport,9.558739,31.651937,HSSM
Wau Airport,7.72583,27.975,
Arusha Airport,-3.367789984,36.63330078,HTAR
Julius Nyerere International Airport,-6.873499,39.207288,HTDA
Dodoma Airport,-6.170559,35.756036,HTDO
Songwe Airport,-8.919942,33.273981,HTGW
Iringa Airport,-7.66863,35.752102,HTIR
Kilimanjaro International Airport,-3.427049,37.07353,HTKJ
Lake Manyara Airport,-3.37631,35.818298,HTLM
Mtwara Airport,-10.336204,40.181997,HTMT
Mwanza International Airport,-2.446563,32.936049,HTMW
Pemba Airport,-5.25726,39.811401,HTPE
Tanga Airport,-5.09236,39.071201,HTTG
Abeid Amani Karume International Airport,-6.22202,39.224899,HTZA
Kalocsa-Foktő Airfield,46.55149,18.942299,LHKA
Arua Airport,3.049152,30.911714,HUAR
Entebbe International Airport,0.042386,32.443501,HUEN
Gulu Airport,2.805560112,32.27180099,HUGU
Soroti Airport,1.727689981,33.62279892,HUSO
Chengdu Huaizhou Airport,30.677339,104.529397,
Indigo Bay Lodge Airport,-21.708,35.452801,
Dhoho International Airport,-7.749527,111.946831,WARD
Old Nabire Airport,-3.368586,135.496702,
Tabing Airport,-0.874989,100.351997,
Susilo Airport,0.063851,111.473572,
Bilorai Airport,-3.739503,137.031183,
Maharshi Valmiki International Airport,26.747736,82.163664,VEAY
Sindhudurg Airport,16.002552,73.529846,VOSR
Navi Mumbai International Airport,18.984597,73.065253,VANM
Rashtrakavi Kuvempu Airport,13.858024,75.618868,VOSH
Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792,
Sant Gadge Baba Yavatmal Airport,20.395781,78.216272,
Noida International Airport,28.179868,77.611843,VIND
Maa Mahamaya Airport,22.98753,83.19612,VEAP
H1 New Air Base,33.816262,41.436712,
H2 Air Base,33.36372375,40.58802414,
H3 Air Base,32.92938232,39.74510193,
H3 Northwest AFB,33.0745697,39.599617,
H3 Southwest Air Base,32.74492645,39.59955597,
Jalibah Southeast Air Base,30.546518,46.602779,
Kut Al Hayy East Air Base,32.11684036,46.3822403,
Qalat Salih Air Base,31.45658112,47.28979111,
Rasheed Air Base,33.279327,44.493706,
Ruwayshid Air Base,32.40611267,39.12361145,
Sahl Sinjar Air Base,35.85926437,42.14213943,
Samarra East Air Base / Dhuluiya Airport,34.16554,44.264304,
Tal Ashtah New Air Base,35.139721,44.133888,
Tuz Khurmatu Air Base,34.93722153,44.48277664,
Oghab 44 Airbase,28.04816,55.521791,
King Feisal Air Base,30.3435,36.147701,OJKF
Boulder City Municipal Airport,35.947161,-114.858799,
Mesquite Airport,36.833105,-114.055928,
Van Zandt County Regional Airport,32.681499,-95.9841,
South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,
Lehigh Valley International Airport,40.651773,-75.442797,KABE
Abilene Regional Airport,32.41130066,-99.68190002,KABI
Albuquerque International Sunport,35.039976,-106.608925,KABQ
Aberdeen Regional Airport,45.44910049,-98.42179871,KABR
Southwest Georgia Regional Airport,31.532946,-84.196215,KABY
Nantucket Memorial Airport,41.25310135,-70.06020355,KACK
Waco Regional Airport,31.61129951,-97.23049927,KACT
California Redwood Coast-Humboldt County Airport,40.978101,-124.109,KACV
Atlantic City International Airport,39.456201,-74.577511,KACY
Ada Regional Airport,34.805214,-96.671988,KADH
Joint Base Andrews,38.810799,-76.866997,KADW
Double Eagle II Airport,35.145199,-106.794998,
Alexandria International Airport,31.325828,-92.546702,KAEX
Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,KAFW
Allegheny County Airport,40.354401,-79.930199,KAGC
Augusta Regional At Bush Field,33.3699,-81.9645,KAGS
Athens Ben Epps Airport,33.948842,-83.325634,KAHN
Alliance Municipal Airport,42.052543,-102.803965,KAIA
Akron Fulton International Airport,41.037355,-81.46784,KAKR
Albany International Airport,42.748299,-73.801697,KALB
Alice International Airport,27.7409,-98.026901,KALI
Alamogordo White Sands Regional Airport,32.837818,-105.993149,KALM
St Louis Regional Airport,38.89030075,-90.04599762,KALN
Waterloo Regional Airport,42.55709839,-92.40029907,KALO
San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,KALS
Walla Walla Regional Airport,46.09489822,-118.288002,KALW
Rick Husband Amarillo International Airport,35.217857,-101.706444,KAMA
Anniston Regional Airport,33.5882,-85.8581,KANB
Anderson Regional Airport,34.49459839,-82.70939636,KAND
Altoona Blair County Airport,40.296398,-78.32,KAOO
Centennial Airport,39.57009888,-104.848999,KAPA
Naples Municipal Airport,26.15259933,-81.77529907,KAPF
Phillips Army Air Field,39.466202,-76.1688,KAPG
Alpena County Regional Airport,45.0780983,-83.56030273,KAPN
Acadiana Regional Airport,30.0378,-91.883904,KARA
Watertown International Airport,43.991901,-76.021698,KART
Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,KASE
Astoria Regional Airport,46.15800095,-123.8789978,KAST
Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,KATL
Appleton International Airport,44.258515,-88.519,KATW
Watertown Regional Airport,44.91400146,-97.15470123,KATY
Augusta State Airport,44.3205986,-69.79730225,KAUG
Austin Bergstrom International Airport,30.197535,-97.662015,KAUS
Wausau Downtown Airport,44.92620087,-89.62660217,KAUW
Asheville Regional Airport,35.435488,-82.541853,KAVL
Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,KAVP
Arlington Municipal Airport,48.161448,-122.158442,
Chandler Field,45.866299,-95.394699,KAXN
Kalamazoo/Battle Creek International Airport,42.232105,-85.549637,KAZO
Beale Air Force Base,39.136101,-121.436996,KBAB
Barksdale Air Force Base,32.501801,-93.662697,KBAD
Westfield-Barnes Regional Airport,42.157799,-72.715599,KBAF
Columbus Municipal Airport,39.262386,-85.895576,KBAK
New Braunfels National Airport,29.7045,-98.042198,KBAZ
Curtis Field,31.178931,-99.324732,KBBD
Branson Airport,36.532082,-93.200544,KBBG
Bryce Canyon Airport,37.70640183,-112.1449966,KBCE
Boca Raton Airport,26.3785,-80.107697,KBCT
Baudette International Airport,48.728401,-94.612198,KBDE
Bradley International Airport,41.938555,-72.688016,KBDL
Igor I Sikorsky Memorial Airport,41.163502,-73.126198,KBDR
Laurence G Hanscom Field,42.470001,-71.289001,KBED
Bradford Regional Airport,41.80310059,-78.64009857,KBFD
Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,KBFF
King County International Airport - Boeing Field,47.527042,-122.29995,KBFI
Meadows Field,35.433601,-119.056999,KBFL
Mobile Downtown Airport,30.62680054,-88.06809998,KBFM
Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,KBGM
Bangor International Airport,44.806364,-68.826668,KBGR
Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,KBHB
Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,KBHM
Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,KBIF
Eastern Sierra Regional Airport,37.3731,-118.363998,KBIH
Billings Logan International Airport,45.808932,-108.541242,KBIL
Bismarck Municipal Airport,46.772734,-100.746874,KBIS
Keesler Air Force Base,30.41040039,-88.92440033,KBIX
Rocky Mountain Metropolitan Airport,39.908798,-105.116997,KBJC
Bemidji Regional Airport,47.50939941,-94.93370056,KBJI
Baker City Municipal Airport,44.83729935,-117.8089981,KBKE
Buckley Space Force Base,39.701698,-104.751999,KBKF
Burke Lakefront Airport,41.51750183,-81.6832962,KBKL
Raleigh County Memorial Airport,37.7873,-81.124199,KBKW
Mercer County Airport,37.295799,-81.207703,KBLF
Blythe Airport,33.61920166,-114.7170029,KBLH
Bellingham International Airport,48.7928009,-122.538002,KBLI
Scott AFB/Midamerica Airport,38.5452,-89.835197,KBLV
Monroe County Airport,39.14599991,-86.61669922,KBMG
Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,KBMI
Nashville International Airport,36.1245,-86.6782,KBNA
Burns Municipal Airport,43.590463,-118.955154,KBNO
Boise Air Terminal/Gowen Field,43.5644,-116.223,KBOI
Boston Logan International Airport,42.36197,-71.0079,KBOS
Miley Memorial Field,42.58509827,-110.1110001,KBPI
Ozark Regional Airport,36.3689003,-92.47049713,KBPK
Jack Brooks Regional Airport,29.9508,-94.020699,KBPT
Brunswick Golden Isles Airport,31.258801,-81.466499,KBQK
Brainerd Lakes Regional Airport,46.402861,-94.129727,KBRD
Southeast Iowa Regional Airport,40.78319931,-91.12550354,KBRL
Brownsville South Padre Island International Airport,25.907238,-97.425235,KBRO
Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,KBTL
Bert Mooney Airport,45.95479965,-112.4970016,KBTM
Baton Rouge Metropolitan Airport,30.533199,-91.149597,KBTR
Patrick Leahy Burlington International Airport,44.471901,-73.153297,KBTV
Buffalo Niagara International Airport,42.940498,-78.732201,KBUF
Hollywood Burbank/Bob Hope Airport,34.202834,-118.35805,KBUR
Beaver County Airport,40.772499,-80.391403,KBVI
Beverly Regional Airport,42.584202,-70.916496,KBVY
Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,KBWG
Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,KBWI
Brunswick Executive Airport,43.89220047,-69.93859863,KBXM
Arkansas International Airport,35.96429825,-89.94400024,KBYH
Burley Municipal Airport,42.54259872,-113.7720032,KBYI
Bicycle Lake Army Air Field,35.2804985,-116.6299973,KBYS
Bozeman Yellowstone International Airport,45.778853,-111.153711,KBZN
Columbia Metropolitan Airport,33.938172,-81.123022,KCAE
Akron Canton Regional Airport,40.91609955,-81.44219971,KCAK
Caribou Municipal Airport,46.871498,-68.017899,KCAR
Columbus Air Force Base,33.643799,-88.443802,KCBM
Buchanan Field,37.9897,-122.056999,KCCR
Northeast Iowa Regional Airport,43.07260132,-92.6108017,KCCY
Cedar City Regional Airport,37.70100021,-113.098999,KCDC
Chadron Municipal Airport,42.837601,-103.095001,KCDR
Childress Municipal Airport,34.43379974,-100.288002,KCDS
Jack Mc Namara Field Airport,41.778929,-124.236403,KCEC
Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,
Bob Sikes Airport,30.77879906,-86.52210236,KCEW
Cortez Municipal Airport,37.303001,-108.627998,KCEZ
Cuyahoga County Airport,41.56510162,-81.48639679,KCGF
Cape Girardeau Regional Airport,37.2253,-89.570801,KCGI
Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,KCHA
Charlottesville Albemarle Airport,38.1385994,-78.45290375,KCHO
Charleston International Airport,32.896159,-80.038151,KCHS
The Eastern Iowa Airport,41.884701,-91.7108,KCID
Chippewa County International Airport,46.242038,-84.462082,KCIU
North Central West Virginia Airport,39.2966,-80.228104,KCKB
Cleveland Hopkins International Airport,41.411701,-81.8498,KCLE
Easterwood Field,30.5886,-96.3638,KCLL
William R Fairchild International Airport,48.120201,-123.5,KCLM
Charlotte Douglas International Airport,35.2140007,-80.94309998,KCLT
Camarillo International Airport,34.213699,-119.094002,
John Glenn Columbus International Airport,39.998001,-82.891899,KCMH
University of Illinois Willard Airport,40.039819,-88.276249,KCMI
Houghton County Memorial Airport,47.16839981,-88.4890976,KCMX
Cavern City Air Terminal,32.33750153,-104.2630005,KCNM
Chanute Martin Johnson Airport,37.668173,-95.486727,KCNU
Canyonlands Regional Airport,38.755001,-109.754997,KCNY
Yellowstone Regional Airport,44.520199,-109.024002,KCOD
Coeur D'Alene Airport - Pappy Boyington Field,47.7743,-116.82,KCOE
Patrick Space Force Base,28.2349,-80.6101,KCOF
Concord Municipal Airport,43.20270157,-71.50229645,KCON
City of Colorado Springs Municipal Airport,38.805801,-104.700996,KCOS
Columbia Regional Airport,38.8181,-92.219597,KCOU
Casper-Natrona County International Airport,42.907381,-106.461609,KCPR
Grand Strand Airport,33.81169891,-78.72389984,KCRE
Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,KCRG
Corpus Christi International Airport,27.770399,-97.501198,KCRP
McClellan-Palomar Airport,33.1283,-117.279999,KCRQ
Yeager Airport,38.3731,-81.593201,KCRW
Columbus Airport,32.516415,-84.939602,KCSG
Crossville Memorial Airport Whitson Field,35.95131,-85.08499,KCSV
Cut Bank International Airport,48.608657,-112.378183,KCTB
Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,KCUB
Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,KCVG
Clovis Municipal Airport,34.426594,-103.078794,KCVN
Corvallis Municipal Airport,44.49720001,-123.2900009,KCVO
Cannon Air Force Base,34.382801,-103.321999,KCVS
Central Wisconsin Airport,44.777448,-89.670238,KCWA
Conroe-North Houston Regional Airport,30.351801,-95.414497,KCXO
Carson Airport,39.194331,-119.734312,KCXP
Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,KCYS
Davison Army Air Field,38.71500015,-77.18099976,KDAA
Daytona Beach International Airport,29.18255,-81.059464,KDAB
Barstow Daggett Airport,34.85369873,-116.7870026,KDAG
Dallas Love Field,32.844776,-96.847653,KDAL
Danville Regional Airport,36.572899,-79.336098,KDAN
James M. Cox Dayton International Airport,39.902401,-84.219398,KDAY
Dubuque Regional Airport,42.402,-90.709503,KDBQ
Ronald Reagan Washington National Airport,38.8521,-77.037697,KDCA
Dodge City Regional Airport,37.76340103,-99.96559906,KDDC
Decatur Airport,39.83459854,-88.86569977,KDEC
Denver International Airport,39.860027,-104.673792,KDEN
Coleman A. Young Municipal Airport,42.40919876,-83.00990295,
Dallas Fort Worth International Airport,32.896801,-97.038002,KDFW
Dothan Regional Airport,31.32130051,-85.44960022,KDHN
Dalhart Municipal Airport,36.02259827,-102.5469971,KDHT
Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,KDIK
Laughlin Air Force Base,29.359501,-100.778002,KDLF
Duluth International Airport,46.841873,-92.198746,KDLH
Columbia Gorge Regional Airport,45.620979,-121.170777,KDLS
Davis Monthan Air Force Base,32.16650009,-110.8830032,KDMA
Deming Municipal Airport,32.26229858,-107.7210007,KDMN
Daniel Field,33.46649933,-82.03939819,KDNL
Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003,KDOV
Dupage Airport,41.90779877,-88.24859619,KDPA
Desert Rock Airport,36.6194,-116.032997,KDRA
Beauregard Regional Airport,30.831699,-93.339897,KDRI
Durango La Plata County Airport,37.151501,-107.753998,KDRO
Del Rio International Airport,29.37420082,-100.927002,KDRT
Des Moines International Airport,41.534027,-93.656719,KDSM
Destin Executive Airport,30.400101,-86.471497,KDTS
Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,KDTW
Durant Regional Airport - Eaker Field,33.939675,-96.395072,KDUA
Bisbee Douglas International Airport,31.464139,-109.60456,KDUG
DuBois Regional Airport,41.17829895,-78.8986969,KDUJ
Devils Lake Regional Airport,48.115454,-98.908796,KDVL
Danbury Municipal Airport,41.371656,-73.482227,KDXR
Dyess Air Force Base,32.420799,-99.854599,KDYS
Kearney Regional Airport,40.727001,-99.006798,KEAR
Pangborn Memorial Airport,47.398899,-120.207001,KEAT
Chippewa Valley Regional Airport,44.86579895,-91.48429871,KEAU
Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,KECG
Northwest Florida Beaches International Airport,30.357106,-85.795414,KECP
Austin Executive Airport,30.398049,-97.566909,
Edwards Air Force Base,34.910781,-117.886391,KEDW
Needles Airport,34.7663002,-114.6230011,KEED
Dillant Hopkins Airport,42.898399,-72.270798,KEEN
Shelby County Airport,33.17699814,-86.78279877,
Ellington Airport,29.6072998,-95.15879822,KEFD
Eagle County Regional Airport,39.64260101,-106.9179993,KEGE
Duke Field,30.65040016,-86.52290344,KEGI
Murray Field,40.803398,-124.112999,KEKA
Elkins-Randolph County Regional Airport,38.889759,-79.857651,KEKN
Elko Regional Airport,40.82490158,-115.7919998,KEKO
South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,KELD
Elmira Corning Regional Airport,42.15990067,-76.89160156,KELM
Ely Municipal Airport,47.82450104,-91.83070374,KELO
El Paso International Airport,31.809908,-106.375607,KELP
Ely Airport Yelland Field,39.29970169,-114.8420029,KELY
Vance Air Force Base,36.339199,-97.916496,KEND
Wendover Airport,40.71870041,-114.0309982,KENV
Kenosha Regional Airport,42.59569931,-87.92780304,KENW
Erie International Tom Ridge Field,42.083127,-80.173867,KERI
Delta County Airport,45.723199,-87.088623,KESC
Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,KESF
Eugene Airport,44.124599,-123.211998,KEUG
Evansville Regional Airport,38.03699875,-87.53240204,KEVV
Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,KEVW
New Bedford Regional Airport,41.67610168,-70.95690155,KEWB
Coastal Carolina Regional Airport,35.07300186,-77.04290009,KEWN
Newark Liberty International Airport,40.6894,-74.170545,KEWR
Key West International Airport,24.556119,-81.759579,KEYW
Felker Army Air Field,37.1325,-76.608803,KFAF
Hector International Airport,46.9207,-96.815804,KFAR
Fresno Yosemite International Airport,36.775767,-119.718018,KFAT
Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,KFAY
Simmons Army Air Field,35.13180161,-78.93669891,KFBG
Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,KFCS
Findlay Airport,41.01350021,-83.66870117,KFDY
Wright-Patterson Air Force Base,39.826099,-84.048302,KFFO
Friday Harbor Airport,48.523654,-123.024645,KFHR
Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,KFHU
Venango Regional Airport,41.37789917,-79.86039734,KFKL
Flagstaff Pulliam Airport,35.139757,-111.669826,KFLG
Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,KFLL
Florence Regional Airport,34.1853981,-79.72389984,KFLO
Fort Meade Executive Airport,39.0854,-76.759399,KFME
Four Corners Regional Airport,36.741199,-108.230003,KFMN
Page Field,26.58659935,-81.86329651,KFMY
Northern Colorado Regional Airport,40.44969,-105.011272,KFNL
Bishop International Airport,42.969294,-83.743355,KFNT
Fort Dodge Regional Airport,42.552624,-94.191237,KFOD
Topeka Regional Airport,38.950901,-95.663597,KFOE
Treasure Coast International Airport,27.4951,-80.368301,KFPR
Republic Airport,40.728576,-73.414267,KFRG
Marshall Army Air Field,39.053021,-96.764202,KFRI
Sioux Falls Regional Airport,43.585463,-96.741152,KFSD
